url,content
https://lhr.nu.edu.pk/,fast nuces lahore hometel 042 111 128 128follow us email admissions lhr nu edu pkblock b faisal town lahore national university of computerand emerging sciencesnuhomeaboutfacultycampus lifesocietiesdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanitiesadmissionsinformationfee structuresupportslateflexqecsupport departmentsresearchgroupsjcralumniachievement awardalumni surveyalumni cardnews eventsprograms offeredfast school of managementbachelor of business administrationbs business analytics bs accounting finance ms accounting finance master of business administrationms business analytics phd management sciences fast school of computingbs computer science bs data science bs software engineering ms computer science ms data science ms software project management phd computer science department of electrical engineeringbs electrical engineering ms electrical engineering phd electrical engineering department of civil engineeringbs civil engineering ms civil engineering phd civil engineering department of science humanitiesms mathematics ms english language teaching ms applied linguistics phd mathematics message from campus directoras director of lahore campus it is my pleasure to welcome you to our website i invite you to navigate our programs research projects events and also get familiarized with the faculty and staff who are vigorously engaged in making the campus a center of excellence located in the heart of lahore the campus is committed to impart quality education and contribute significantly in the nation building our efforts are directed towards strengthening the liaison between the academics and the industry through entrepreneurial ventures and well thought out curricula life at campus provides students with opportunities to develop social and specialized skills for their professional fields and maintain the balance between high academic standards and extra curricular activities the academic environment at the campus encourages students to further their learning beyond the classroom to enhance general awareness and appreciate diversity we attach great importance to the social and ethical values and strive to inculcate them in the overall learning experiences of our students among the pioneers in it education we pride ourselves on the diverse degree programs that the university offers keeping the latest trends in mind the research oriented approach and state of the art infrastructure of the campus are dedicated to the quality of enhanced academic environments to produce future leaders thank you for visiting our website dr summaira sarfraz director campus professorsee profilelife at fastthe engineering labs comprise electronics digital systems embedded controls antenna and microwave microprocessors and communications labs the computing labs consist of database programming software engineering and computer application labs latest computers workstations and services having linux and windows based environments are also readily available for the usage of students the whole campus is fully equipped with high speed local area network and latest wireless hotspots newshonhaar undergraduate scholarships extended deadlineoct 16 2024honhaar undergraduate scholarshipsoct 2 2024japan international cooperation agency jica visited fast nuces lahoremarch 27 2024see moreeventscompany tour manafa technologieson january 18 2024 the career counseling society ccs organized a carefully planned industry trip to manafa technologies a diverse group comprising twenty five students from batches 20 and 21 specializing student affairs x soliton technologiesa 5 days intensive workshop on ai and its application was organized by soliton technologies in collaboration with fast nuces lahore an overwhelming response of students was recorded in successful student affairs x soliton technologiesa 5 days intensive workshop on ai and its application was organized by soliton technologies in collaboration with fast nuces lahore an overwhelming response of students was recorded in successful see moresocietiescbs character building societydramaffast business clubsee moreimportant linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
https://lhr.nu.edu.pk/newsDetails/512,fast nuces lahore news detailstel 042 111 128 128follow us email admissions lhr nu edu pkblock b faisal town lahore national university of computerand emerging sciencesnuhomeaboutfacultycampus lifesocietiesdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanitiesadmissionsinformationfee structuresupportslateflexqecsupport departmentsresearchgroupsjcralumniachievement awardalumni surveyalumni cardnews eventsdetailscampus news events detailsstudent affairs x soliton technologiesnov 4 2024a 5 days intensive workshop on ai and its application was organized by soliton technologies in collaboration with fast nuces lahore an overwhelming response of students was recorded in successful completion of the crash course important linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
https://lhr.nu.edu.pk/research/,fast nuces lahore researchtel 042 111 128 128follow us email admissions lhr nu edu pkblock b faisal town lahore national university of computerand emerging sciencesnuhomeaboutfacultycampus lifesocietiesdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanitiesadmissionsinformationfee structuresupportslateflexqecsupport departmentsresearchgroupsjcralumniachievement awardalumni surveyalumni cardnews eventsresearch groupscampus researchfast school of computinghigh performance computing hpc labresearch center for information management and cyber security cimacs big data lab establishmentgenerative ai imaging iotoptimization and data science optimi nds software engineering research centre serc machine intelligence group ming liberty labgpu serverdetailsdepartment of electrical engineeringengineering cybernetics research group ecrg optical wireless research centre owrc smart networking research group snrg detailsdepartment of science humanitiesehds environment and health data science labmathxdetailsfast school of managementthe case research center crc center for research on management and governance crmg detailsimportant linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
https://lhr.nu.edu.pk/alumniaward/,fast nuces lahore alumni achievement awardtel 042 111 128 128follow us email admissions lhr nu edu pkblock b faisal town lahore national university of computerand emerging sciencesnuhomeaboutfacultycampus lifesocietiesdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanitiesadmissionsinformationfee structuresupportslateflexqecsupport departmentsresearchgroupsjcralumniachievement awardalumni surveyalumni cardnews eventsalumnicampus alumni alumni achievement awardalumni achievement award 2023fast nuces lahore is pleased to announce the alumni achievement awards aaa 2023 which will recognize outstanding alumni for their exemplary accomplishments across sectors including contributions made and services rendered in communities locally and around the world with a commitment that reflects the fast nuces spirit awardees will be selected through a comprehensive evaluation process by the awards committee and up to 5 alumni will be awarded in a given year to be considered as a nominee please fill the form below https forms gle ykeqaugy8ahcf8qi7submission deadline december 31 2023the winners of alumni award are 20222023alumni achievement awardhisham malikbs cs 1999ceo cloud sales howmuch foodnerdxhisham malikbs cs 1999ceo cloud sales howmuch foodnerdmr hisham is the founder of multiple award winning companies and products namely arkhitech howmuch foodnerd and cloud sales arkhitech is a leading software development company with offices in lahore and islamabad and servicing clients from usa canada europe and australia the solutions delivered to clients have received multiple awards with some client companies getting acquired or receiving multi million dollar investment and the end users of the solutions being big names like google amazon klm airlines philips cisco pepsi and various others hisham is also the founder of howmuch and foodnerd award winning cloud based retail and restaurants management and pos platforms targeting retailers distributors and wholesalers as well as restaurant owners in pakistan as well as internationally recently he founded cloud sales company in saudi arabia to expand into middle east market with his products and services hisham s focus is on building the next generation of software engineers product managers software automation engineers and designers who are capable of delivering state of the art solutions and can rapidly develop experiment with products in an incubator like model hisham has not only created 100s of job opportunities but also created impact with directly training many individuals some of whom are founders and top executives of successful companies in pakistan as well as abroad he directly trained many individuals himself who are highly successful and for the local market as well internationally and employed pakistanis with his staunch belief on the quality of talent many of his employees hail from fast nuces hisham holds a master s degree in computer science from georgia institute of technology usa has served as adjunct faculty member at lums miriam mehdibba 2006 mba 2010head of market place southern europexmiriam mehdibba 2006 mba 2010head of market place southern europemiriam mehdi did ma in social enterprise from american university usa on a fulbright scholarship she currently works at uber as head of marketplace southern europe and has worked for shell kansai paints in the past she has had a stint of founding a fintech startup around saving circles roscas she is passionate about problem solving data education and social impact whenever in pakistan she can be seen trying to work from fast campus usman asifbs cs 2004ceo founder devsinc incxusman asifbs cs 2004ceo founder devsinc incmr usman asif the mastermind behind devsinc a web development company that s taking the tech world by storm as the ceo and founder usman has built a company that s not only making waves in california but also in canada and pakistan with regional offices in these locations devsinc is truly a global player in the it industry but usman is more than just a tech entrepreneur he s a serial business creator always looking for new opportunities to innovate and grow devsinc is the fastest rising it company in pakistan with over 1300 employees based in lahore and islamabad burhan rasoolbs cs 2001 mscs 2008consultant national police academy pakistanxburhan rasoolbs cs 2001 mscs 2008consultant national police academy pakistanmr burhan rasool is a consultant for united states institute of peace developing a training module on technology in policing for the national police academy he is also part of the world bank s consulting team burhan holds a certificate of advanced study in public leadership and management from the maxwell school syracuse university new york he is a recipient of the prestigious humphrey fellowship a fulbright exchange program administered by the u s state departmentsalman nayyarbs cs 1991group director products strategy innovation global message servicesxsalman nayyarbs cs 1991group director products strategy innovation global message servicesmr salman has served various multinational companies like alcatel lucent nortel networks and mavenir formerly known as acision in senior roles he is currently working as a group director products strategy and innovations at global message services ag previously he was responsible for sales and business development for the asian and middle eastern regions he brings twenty eight years of rich and diversified experience in successfully performing various leadership and senior roles in leading business transformations he holds master s degree in e business from southern queensland australia coming soon important linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
https://lhr.nu.edu.pk/ss/programDetails/MS%20(English%20Language%20Teaching),ss hometel 042 111 128 128follow us homepageblock b faisal town lahore department of science humanitiesfast nu lahoressfacultyprogramsresearchstudentsresourcesnews eventsms english language teaching ss programs program detailsprogram overviewtentative study planprogram overviewthe english language has spread to every corner of the globe today more than a billion people speak english it is becoming the world s language the language of the internet of business of international flight the pathway of global communication and global access to knowledge there is an ever growing demand for teachers trained to teach the english language it has become the vehicle for people to connect with each other in countless ways indeed english is much more than a language it is a bridge across borders and cultures a source of unity in a rapidly changing world program objectivesto produce quality english language teachersto equip english language teachers with latest teaching pedagogies and practicesto encourage scholars to engage in developing resource for effective english language teaching and learning methodologiesto provide scholars with the tools to carry out advanced research in the elt contextaward of degreepassed courses totalling at least 30 credit hours including all those courses which have been specified as core coursesobtained a cgpa of at least 2 5eligibilitymasters degree in elt tesl english literature or a related disciplineandat least 55 marks or cgpa of at least 2 0 on a scale of 4 0 selection criteriapast academic record bachelor 40 performance in nu admission test 60 this program isapproved by hectentative study plansemester 1codecourse namecredit hourscourse typesemester 2codecourse namecredit hourscourse typesemester 3codecourse namecredit hourscourse typesemester 4codecourse namecredit hourscourse typeimportant linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
https://lhr.nu.edu.pk/newsDetails/500,fast nuces lahore news detailstel 042 111 128 128follow us email admissions lhr nu edu pkblock b faisal town lahore national university of computerand emerging sciencesnuhomeaboutfacultycampus lifesocietiesdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanitiesadmissionsinformationfee structuresupportslateflexqecsupport departmentsresearchgroupsjcralumniachievement awardalumni surveyalumni cardnews eventsdetailscampus news events detailsjapan international cooperation agency jica visited fast nuces lahoremarch 27 2024a delegation fromjapan international cooperation agency jica visited fast nuces lahore on march 26 2024 mr yoichi kogure deputy team leader ict industrial collaboration led his team in briefing the host team about the project while mr hiroshi jogasaki technical adviser on ict industry development in pakistan and mr hisashi ogiso founder ceo strategy design labo inc talked about different aspects of the project the exchange of knowledge and insights during the meeting was invaluable in fostering a deeper understanding of the project s scope and potential dr summaira sarfraz director lahore campus warmly welcomed the delegation and assured them of full support to collaborate in different areas of mutual interest including collaborative efforts to address language barriers between the two countries we at fast nuces are excited to explore innovative solutions that will facilitate smoother interactions and strengthen our cross cultural relationships important linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
https://lhr.nu.edu.pk/fsm/,mg hometel 042 111 128 128follow us homepageblock b faisal town lahore fast school of managementfast nu lahorefsmfacultyprogramsresearchstudentsresourcescurrent studentstrainingnews eventsvisionfast school of management shall contribute to the development of morally responsible socially cohesive and academically vibrant society in pakistan by harnessing the potential of education in management sciencesmissionfast school of management aspires to discover and impart culturally and globally relevant knowledge in management sciences that grooms business graduates cast in a formidable ethical moldprograms offeredbs business analytics bachelor of business administrationbs accounting finance ms business analytics master of business administrationms accounting finance phd management sciences head of departmenton behalf of the fast school of management s faculty and staff i welcome you to our school fsm founded in 2004 is a flagship school of the fast national university of computer and emerging sciences offering business degrees fsm provides business education choices to students from all backgrounds the school offers three undergraduate bs business analytics bba bs af and four graduate programs ms business analytics mba ms af ph d our programs are tailored at preparing students with business relevant skills and expertise required of them in the practical field our bs af program has maximum exemptions from the globally recognized accounting body of acca uk in our degree programs we offer a range of contemporary elective courses like sap s 4 hana business analytics marketing analytics etc aimed at providing students with the necessary up to date knowledge the final year projects at the undergraduate and the graduate level prepare students to practically initiate their business idea or present their research in leading journals fsm takes pride in its faculty mix which has a strong record of excellence in academic and professional fields most of our faculty members have international work experience which serves as a reliable tool in training students the research output of the faculty is consistently improving and the fast business research conference is becoming an annual event activity fsm s current students have represented the school and won at different inter university competitions our recent graduates have gone on to work for organizations like microsoft nestle mcb unilever i welcome you to explore our website and apply for our undergraduate and graduate programs dr hamid hassan professor hodsee profilewhy fsm strong academic culturecompetent facultyhealthy mix of curricular co curricular and extra curricular activitiesindustrial linkages and visitsstrong employabilityadditional activities related to final year projectssap s 4 hana gbi datasets secured through nuces s sap university alliance programmaximum exemptions of acca uk for bs af studentsresearch seminars and annual fast business research conferencenewsproud of our student ms mishail khawaja who made it to the final round and got selected as the management trainee of nestle lead 2020 join us in celebrating yet another achievement by our alumnus this time we feel proud to share with you the news of ms mishail khawaja who recently graduated from fast school of management s bs accounting finance program with summa cum laude she is among the very few who have graduated with 4 cgpa on a scale of 4 in over 16 years of school s history ms mishail khawaja has fsm students won the aspiring professional summits 2020 competition at lumsthe 3rd edition of the aspiring professionals summit was held at lums on 15th and 16th february teams from all over pakistan participated in multiple accounting and finance academic events fsm students bagged overall first position in the event in addition to achieving first position in two individual events more newseventsdistribution of ration bagsstudents from fast school of management team alpha and bravo of shajar e umeed for the course of entrepreneurship activated its social cause intervention and decided to use funds generated from its various activities to distribute ration bags with items of everyday use to deserving families which are hit hard in this coronavirus pandemic the main objective of the intervention is to help them get through this difficult time team shajar e umeed firmly delegation from ulster university business school u ka delegation from ulster university business school u k comprising professor jackie mccoy associate dean for global engagement and ronnie patton senior lecturer and acca council member visited the lahore campus on 19 february 2020 to discuss areas of possible collaboration between ulster university and fast school of management during the visit ronnie patton also delivered a very interesting lecture to our students on explainable artificial intelligence xai which was well more eventsimportant linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
https://lhr.nu.edu.pk/fsm/news/,mg newstel 042 111 128 128follow us homepageblock b faisal town lahore fast school of managementfast nu lahorefsmfacultyprogramsresearchstudentsresourcescurrent studentstrainingnews eventsschool of management news and eventsfsm news eventsnewseventsall newsproud of our student ms mishail khawaja who made it to the final round and got selected as the management trainee of nestle lead 2020 join us in celebrating yet another achievement by our alumnus this time we feel proud to share with you the news of ms mishail khawaja who recently graduated from fast school of management s bs accounting finance program with summa cum laude she is among the very few who have graduated with 4 cgpa on a scale of 4 in over 16 years of school s history ms mishail khawaja has fsm students won the aspiring professional summits 2020 competition at lumsthe 3rd edition of the aspiring professionals summit was held at lums on 15th and 16th february teams from all over pakistan participated in multiple accounting and finance academic events fsm students bagged overall first position in the event in addition to achieving first position in two individual events 1st position in kinnaird business week 2019kinnaird college had hosted their annual and most prestigious business competition called kinnaird business week 2019 hosted by the kinnaird entrepreneurial club there were four categories for which fast school of management lahore had sent four teams of the most talented and brilliant students of the university the teams had virtually dominated the whole competition as they became victorious in each category by achieving the first position and beating all all eventsdistribution of ration bagsstudents from fast school of management team alpha and bravo of shajar e umeed for the course of entrepreneurship activated its social cause intervention and decided to use funds generated from its various activities to distribute ration bags with items of everyday use to deserving families which are hit hard in this coronavirus pandemic the main objective of the intervention is to help them get through this difficult time team shajar e umeed firmly delegation from ulster university business school u ka delegation from ulster university business school u k comprising professor jackie mccoy associate dean for global engagement and ronnie patton senior lecturer and acca council member visited the lahore campus on 19 february 2020 to discuss areas of possible collaboration between ulster university and fast school of management during the visit ronnie patton also delivered a very interesting lecture to our students on explainable artificial intelligence xai which was well e2l 2020 mto gte recruitment drive by fatima groupe2l 2020 mto gte recruitment drive by fatima group thank you for such an amazing recruitment drive research seminar by dr sabri boubakerfast school of management invited dr sabri boubaker professor of finance at em normandie business school for research seminar on challenges in writing and publishing high quality research at fast nuces lahore he shared his versatile experience with our young fellow students we appreciate his efforts in being available for such an insightful talk inter departmental badminton tournamentfsm arranged an inter departmental badminton tournament for its students in january 2020 the tournament was arranged to foster sporting activities amongst students the students vehemently participated in the tournament movie evening at fsmcontinuing with its tradition of extra curricular activities fsm arranged a movie evening for its students industrial visit to gallupfast school of management arranged an industrial visit to gallup for a marketing course the purpose of this visit was to provide them the exposure to the real world and get them a better understanding of corporate management and analytics senior members from gallup concluded the tour by briefing about the workflow and organization strategies as well acca engagement sessionacca held an engagement session with bs a f graduating batch at fast nuceslahore campus ms sabahat khan senior manager education north acca pakistan delivered a presentation on acca which was followed by a lively q a session industrial visit to metro cashfast school of management organized an industrial visit to metro cash and carry pakistan for fundamentals of management course the purpose of the visit was to help students understand corporate business processes in a real time environment the visit started off with a tour of the facility ms ruha khawaja the floor manager briefed students about the front end back end functions stock management supply chain management and business operations the industrial visit to honda atlas carsfast school of management for the course of strategic management visited honda atlas as part of their industrial trip the trip revolved around the production plant of honda atlas cars located in lahore the main goal of the trip was to see how various strategies are integrated by honda in its production lines to achieve operational excellence the students also wanted to know what strategies honda implemented to gain a fast business research conferencefirst fast business research conference fbrc hosted by the fast school of management national university of computer and emerging sciences lahore campusindustrial visit to tetra pakstudents of fast school of management for the course of strategic management visited tetra pak in sundar industrial estate lahore the purpose of this visit was to take the students out of the classrooms and give them an insight into the practical world and understanding of real world business practices guest speaker session by haleema tariqms haleema tariq ameen marketing manager reem rice mills pvt was invited by fast school of management for a guest speaker session on management practices for organizational effectiveness we thank her for making herself available for this wonderful informative session guest speaker session by mr khawaja hammadmr khawaja hammad haider head of marketing pakwheels com was invited by fast school of management for a guest speaker session on e commerce and data utilizationin marketing industrial visit to hrsgfast school of management arranged an industrial visit to hrsg guest speaker session by mr mudassar iqbalsenior manager hr mr mudassar iqbal from abacus consulting was invited for a guest speaker session on digitization its effect on hr and how to overcome hr challengeseducational trip to the regional stock exchangefast school of management in collaboration with pakistan stock exchange psx arranged an educational trip to the regional stock exchange on wednesday 16th october students from bsaf section a and b participated with full zeal and zest there were two keynote speakers at the pakistan stock exchange mr sarmad hussain psx regional head lahore exchange and mr awais ali deputy director securities market division secp who briefed the students about important linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
https://lhr.nu.edu.pk/fsm/programDetails/BS%20(Business%20Analytics),mg hometel 042 111 128 128follow us homepageblock b faisal town lahore fast school of managementfast nu lahorefsmfacultyprogramsresearchstudentsresourcescurrent studentstrainingnews eventsbs business analytics fsm programs program detailsprogram overviewtentative study planprogram overviewintroductionbusiness analytics is the conversion of data into business insights that facilitates the decision making process in an organization harnessing the power of mathematical models business analytics uses advanced tools and technologies to help each organization make the most of its data the methods and models of analytics draw from disciplines including computer sciences operations research statistics business management and others bs business analytics program at fast school of management is a blend of three key elements i e computer sciences business management and statistics the program is aimed to provide the desired analytical skills to the students with strong critical thinking abilities who are wishing to harness the power of data to solve business issues the program s emphasis is on the development of all rounded communications and soft skills critical and analytical reasoning skills and decision making skills with strong programming and data handling skills program objectivesthis program will offer students unique skills to analyze synthesize and visually present data related to all fields of management i e marketing management and finance we aim that graduates of the program are equipped with the in demand skills and knowledge required for success in their professional careers this program is designed to give substantial hands on computing skills applied data analysis techniques data visualization skills to solve business problems program goalsapply principles and skills of economics marketing and decision making to contexts and environments in data analytics build and enhance business intelligence capabilities by adapting the appropriate technology and software solutions design tested and effective advanced analytics models and simulations for decision making have an effective understanding of legal and ethical issues in data analytics and effectively communicate the findings in a socially and professionally responsible manner learning outcomes of the programthe graduates of the program shall acquire lo1 business knowledge get a deeper understanding of business concepts they will have basic knowledge of all functions of business management including marketing finance accounting and general management further knowledge related to these fields shall be provided to students based on their chosen area of specialization lo2 quantitative modelling get the knowledge of various statistical tools and models and learn about their usability in various business situations lo3 technological skills students shall be able to use the latest software used in the field of business analytics including spss stata r and pythonlo4 critical thinking and problems solving skills be able to critically evaluate the business problems and identify the relevant data for a deeper analysis providing them an in depth understanding about the complexity of problems and solve the problems using the analysis results inline with management protocols lo5 alternative perspective be able to evaluate the multiple perspectives of business situations and consider alternative perspectives and solutions of business problems lo5 data driven decision making be able to use the results of the analysis for the decision making process and identify the possible biases in the analysis while making decisionslo6 communication skills learn about effective communication and be able to communicate technical information to both technical and non technical audiences in speech in writing and graphically lo7 ethics and social responsibility be aware of the ethical and legal issues in data gathering analysis and make ethically and culturally informed decisions in structured or unstructured and ambiguous situations while keeping in view their social responsibilities admission requirementseligibility criteria at least 60 marks in ssc matric or an equivalent examination and at least 50 marks in hssc or an equivalent examination those who have taken the hssc or an equivalent examination and are awaiting result can also apply selection criteriaadmission based on nts nat marks selection is based on marks obtained in nts nat ie nat ics nat icom or nat igs cut off marks to be determined by the university admission based on nu admission test merit list is prepared by assigning 50 weight to marks obtained in intermediate part i or an equivalent exam and 50 weight is assigned to score obtained in nu admission test in case intermediate result is not available matriculation marks are used and multiplied by a factor of 0 9 to equate it to average intermediate marks admission based on sat score combined score of 1 000 or more in the sat i examination degree requirementsfor the award of a bs ba degree a student must have passed courses totaling at least 130 credit hours including all those courses which have been specified as core courses obtained a cgpa of at least 2 00tentative study plansemester 1codecourse namecredit hourscourse typecs1001it in business2 1coreaf1001fundamentals of accounting3coremg1001fundamentals of management3coremt1002business math i3coress1001english i3 1coresemester 2codecourse namecredit hourscourse typess1006english ii3 1coreaf1002financial accounting3 1coremt1005business statistics3coremt2004business math ii3corems1002islamic studies ethics3coresemester 3codecourse namecredit hourscourse typecs1002programming fundamentals3 1coremt2001statistical inference3 1coress2002microeconomics3coress2008business communication i3coremg1002marketing management3coresemester 4codecourse namecredit hourscourse typeba2006fundamentals of business analytics3corecs2003data structures business applications3 1coreaf2004business finance3coress2006macroeconomics3coresspsychology sociology3coresemester 5codecourse namecredit hourscourse typemg3004human resource management3coreaf3001financial management3 1coremg3003basic econometrics3 1corecs2005database systems3 1coremg2003consumer behaviour3coresemester 6codecourse namecredit hourscourse typemg3005methods in business research3 1coreba3001machine learning for business analytics3 1coreba3002business data and text mining3coremg3001legal and ethical issues in business analytics3coremg af bamg af ba elective i3electivesemester 7codecourse namecredit hourscourse typeba4001decision science for business3coreba4091final year project i3coremg4011entrepreneurship3coress1003pakistan studies3coremg af bamg af ba elective ii3electivesemester 8codecourse namecredit hourscourse typeba4092final year project ii3coreba4002predictive analytics3coreba4003business strategy3coremg af bamg af ba elective iii3electivemg af bamg af ba elective iv3electiveimportant linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
https://lhr.nu.edu.pk/fsm/newsDetails/20,mg newsdetailstel 042 111 128 128follow us homepageblock b faisal town lahore fast school of managementfast nu lahorefsmfacultyprogramsresearchstudentsresourcescurrent studentstrainingnews eventsdetailsfsm news events detailsproud of our student ms mishail khawaja who made it to the final round and got selected as the management trainee of nestle lead 2020 nonejoin us in celebrating yet another achievement by our alumnus this time we feel proud to share with you the news of ms mishail khawaja who recently graduated from fast school of management s bs accounting finance program with summa cum laude she is among the very few who have graduated with 4 cgpa on a scale of 4 in over 16 years of school s history ms mishail khawaja has been selected as management trainee finance for nestlé pakistan head office under the company s flagship mt program nestlé lead she was selected out of a pool of 63 000 applicants from all over pakistan we wish to congratulate ms mishail on this achievement and wish her a bright and successful career ahead mishail continue with your journey and keep making us proud you are an inspiration for the school and we hope that your success will serve as motivation for our students to achieve bigger and better things in life important linkscampus homecampus aboutadmissionslibrarysupport and servicesslateflexdepartmentsfast school of managementfast school of computingdepartment of electrical engineeringdepartment of civil engineeringdepartment of sciences and humanities 2020 copyright lhr nu edu pk
